#Program: R2: Genomics analysis and visualization platform,,,,
#Website: https://r2.amc.nl,,,,
#Support: r2-support@amsterdamumc.nl,,,,
#Date: 2025-02-22 (19:48:29),,,,
#Comparison: groups,,,,
#Data transformation: transform_log2,,,,
#Dataset: ps_avgpres_broadgbm540_u133a,,,,
#Groups: mesenchymal;proneural,,,,
#Minimal presentcalls: 1,,,,
#Number of lines: 3246,,,,
#Output: anova fdr p<=0.01,,,,
#Pretty_dataset: Tumor Glioblastoma - TCGA - 540 - MAS5.0 - u133a,,,,
"#Subset: subtype~mesenchymal,proneural (n=51)",,,,
#Test: anova,,,,
#Track: subtype,,,,
#Values field: ,,,,
#H:probeset,hugo,corrected-pvalue,log2fc,sublist
205613_at,SYT17,8.63E-05,0.823199445,subtype: mesenchymal < proneural
213761_at,MDM1,0.006607823,0.628061408,subtype: mesenchymal < proneural
218476_at,POMT1,4.50E-05,0.710837771,subtype: mesenchymal < proneural
212739_s_at,NME4,0.000559242,0.508617968,subtype: mesenchymal < proneural
204724_s_at,COL9A3,0.001856798,2.37792033,subtype: mesenchymal < proneural
201506_at,TGFBI,1.67E-07,-2.259909575,subtype: mesenchymal >= proneural
204091_at,PDE6D,3.02E-06,0.699252361,subtype: mesenchymal < proneural
220948_s_at,ATP1A1,1.68E-07,-0.856090842,subtype: mesenchymal >= proneural
202630_at,APPBP2,0.000562602,0.655463664,subtype: mesenchymal < proneural
218194_at,REXO2,1.70E-07,-0.857022272,subtype: mesenchymal >= proneural
202894_at,EPHB4,1.70E-07,-1.580475998,subtype: mesenchymal >= proneural
219378_at,NAA16,0.000116796,0.759066801,subtype: mesenchymal < proneural
220147_s_at,FAM60A,0.001710406,0.848651391,subtype: mesenchymal < proneural
31807_at,DDX49,3.16E-05,0.501136809,subtype: mesenchymal < proneural
219858_s_at,MFSD6,0.005190399,0.689996859,subtype: mesenchymal < proneural
201105_at,LGALS1,1.74E-07,-1.26027641,subtype: mesenchymal >= proneural
201744_s_at,LUM,1.74E-07,-3.190650428,subtype: mesenchymal >= proneural
201234_at,ILK,1.75E-07,-0.984413167,subtype: mesenchymal >= proneural
200072_s_at,HNRNPM,0.008185852,0.39136648,subtype: mesenchymal < proneural
208635_x_at,NACA,0.003894283,0.310763499,subtype: mesenchymal < proneural
203234_at,UPP1,1.76E-07,-2.030053443,subtype: mesenchymal >= proneural
212786_at,CLEC16A,0.0017398,0.401004,subtype: mesenchymal < proneural
207719_x_at,CEP170,4.21E-07,0.648228077,subtype: mesenchymal < proneural
212609_s_at,AKT3,2.01E-07,1.131134682,subtype: mesenchymal < proneural
200594_x_at,HNRNPU,0.002118293,0.316875992,subtype: mesenchymal < proneural
218983_at,C1RL,1.91E-07,-1.851695013,subtype: mesenchymal >= proneural
221024_s_at,SLC2A10,1.95E-07,-1.638512396,subtype: mesenchymal >= proneural
205786_s_at,ITGAM,2.02E-07,-1.633897577,subtype: mesenchymal >= proneural
214812_s_at,MOB1A,2.09E-07,-0.721777884,subtype: mesenchymal >= proneural
203497_at,MED1,0.006020103,0.525493312,subtype: mesenchymal < proneural
205119_s_at,FPR1,2.13E-07,-2.113245746,subtype: mesenchymal >= proneural
218553_s_at,KCTD15,0.005895521,0.595101549,subtype: mesenchymal < proneural
203616_at,POLB,0.001239629,0.586521158,subtype: mesenchymal < proneural
208731_at,RAB2A,0.000492106,0.373285873,subtype: mesenchymal < proneural
209067_s_at,HNRPDL,6.43E-05,0.5479772,subtype: mesenchymal < proneural
205751_at,SH3GL2,0.001433204,1.566458862,subtype: mesenchymal < proneural
204066_s_at,AGAP1,0.001241532,0.754568443,subtype: mesenchymal < proneural
206718_at,LMO1,0.000244145,1.767704261,subtype: mesenchymal < proneural
209916_at,DHTKD1,0.000592888,0.613952944,subtype: mesenchymal < proneural
208636_at,ACTN1,2.19E-07,-1.553603724,subtype: mesenchymal >= proneural
208018_s_at,HCK,2.19E-07,-1.569714566,subtype: mesenchymal >= proneural
213293_s_at,TRIM22,2.30E-07,-1.612228448,subtype: mesenchymal >= proneural
219446_at,RIC8B,0.005429659,0.371479925,subtype: mesenchymal < proneural
211951_at,NOLC1,0.003888299,0.304137632,subtype: mesenchymal < proneural
213566_at,RNASE6,2.52E-07,-1.523272409,subtype: mesenchymal >= proneural
203062_s_at,MDC1,0.009285954,0.498264933,subtype: mesenchymal < proneural
209268_at,VPS45,6.50E-05,0.418814132,subtype: mesenchymal < proneural
204232_at,FCER1G,2.63E-07,-1.556219781,subtype: mesenchymal >= proneural
209300_s_at,NECAP1,4.76E-07,0.708969724,subtype: mesenchymal < proneural
219561_at,COPZ2,2.79E-07,-1.816245583,subtype: mesenchymal >= proneural
220036_s_at,LMBR1L,6.73E-06,0.997205886,subtype: mesenchymal < proneural
204521_at,FAM216A,9.52E-08,0.793095353,subtype: mesenchymal < proneural
219314_s_at,ZNF219,7.31E-05,0.574681161,subtype: mesenchymal < proneural
213743_at,CCNT2,0.001635393,0.429410304,subtype: mesenchymal < proneural
212736_at,C16ORF45,7.77E-05,0.827142155,subtype: mesenchymal < proneural
219000_s_at,DSCC1,0.002435774,0.684998098,subtype: mesenchymal < proneural
204438_at,MRC1,2.84E-07,-2.670542585,subtype: mesenchymal >= proneural
219777_at,GIMAP6,2.84E-07,-1.432317699,subtype: mesenchymal >= proneural
202310_s_at,COL1A1,2.95E-07,-3.571715575,subtype: mesenchymal >= proneural
214432_at,ATP1A3,1.48E-06,2.249984979,subtype: mesenchymal < proneural
201361_at,TMEM109,2.95E-07,-0.824474376,subtype: mesenchymal >= proneural
217028_at,CXCR4,3.00E-07,-1.551395358,subtype: mesenchymal >= proneural
209732_at,CLEC2B,3.05E-07,-2.147192531,subtype: mesenchymal >= proneural
201576_s_at,GLB1,3.11E-07,-0.84087774,subtype: mesenchymal >= proneural
203611_at,TERF2,0.000324932,0.441384206,subtype: mesenchymal < proneural
209137_s_at,USP10,0.000144774,0.498498937,subtype: mesenchymal < proneural
217729_s_at,AES,0.006217756,0.475081523,subtype: mesenchymal < proneural
200658_s_at,PHB,0.00596679,0.420439872,subtype: mesenchymal < proneural
200644_at,MARCKSL1,1.20E-10,1.58419873,subtype: mesenchymal < proneural
205747_at,CBLN1,0.001240101,1.904269479,subtype: mesenchymal < proneural
204912_at,IL10RA,3.25E-07,-1.556670505,subtype: mesenchymal >= proneural
215076_s_at,COL3A1,3.37E-07,-3.075603225,subtype: mesenchymal >= proneural
213699_s_at,YWHAQ,0.002378744,0.319962598,subtype: mesenchymal < proneural
204691_x_at,PLA2G6,0.004042057,0.597317627,subtype: mesenchymal < proneural
214093_s_at,FUBP1,0.000353991,0.837737227,subtype: mesenchymal < proneural
206219_s_at,VAV1,3.37E-07,-1.374937803,subtype: mesenchymal >= proneural
214070_s_at,ATP10B,0.003334825,1.506355474,subtype: mesenchymal < proneural
203325_s_at,COL5A1,3.41E-07,-2.524904,subtype: mesenchymal >= proneural
218866_s_at,POLR3K,0.000393886,0.510929506,subtype: mesenchymal < proneural
202733_at,P4HA2,3.42E-07,-2.151939616,subtype: mesenchymal >= proneural
215045_at,CELF3,3.04E-05,1.887529529,subtype: mesenchymal < proneural
201170_s_at,BHLHE40,3.42E-07,-1.72693092,subtype: mesenchymal >= proneural
213140_s_at,SS18L1,0.000378709,0.618742768,subtype: mesenchymal < proneural
204520_x_at,BRD1,0.001846514,0.617752549,subtype: mesenchymal < proneural
202483_s_at,RANBP1,4.90E-05,0.809490293,subtype: mesenchymal < proneural
201557_at,VAMP2,0.000171597,0.672709424,subtype: mesenchymal < proneural
215136_s_at,EXOSC8,0.000126519,0.563381482,subtype: mesenchymal < proneural
209550_at,NDN,0.000912588,1.519094553,subtype: mesenchymal < proneural
211269_s_at,IL2RA,3.44E-07,-3.212278085,subtype: mesenchymal >= proneural
219505_at,CECR1,3.44E-07,-1.649863589,subtype: mesenchymal >= proneural
202741_at,PRKACB,0.002066777,0.470045348,subtype: mesenchymal < proneural
34726_at,CACNB3,0.000189233,0.788721484,subtype: mesenchymal < proneural
212687_at,LIMS1,3.50E-07,-0.902088264,subtype: mesenchymal >= proneural
204487_s_at,KCNQ1,3.61E-07,-1.245772019,subtype: mesenchymal >= proneural
203650_at,PROCR,3.66E-07,-1.064159093,subtype: mesenchymal >= proneural
220933_s_at,ZCCHC6,3.80E-07,-0.777815891,subtype: mesenchymal >= proneural
202171_at,VEZF1,1.52E-06,0.80809902,subtype: mesenchymal < proneural
202822_at,LPP,3.81E-07,-0.849397885,subtype: mesenchymal >= proneural
204588_s_at,SLC7A7,3.93E-07,-1.343897482,subtype: mesenchymal >= proneural
219144_at,DUSP26,1.32E-07,1.905257594,subtype: mesenchymal < proneural
215870_s_at,PLA2G5,4.03E-07,-3.743674078,subtype: mesenchymal >= proneural
219293_s_at,OLA1,0.005952417,0.320874416,subtype: mesenchymal < proneural
202605_at,GUSB,4.04E-07,-0.909987934,subtype: mesenchymal >= proneural
212277_at,MTMR4,0.006658571,0.41261327,subtype: mesenchymal < proneural
205320_at,APC2,0.000100994,1.216366929,subtype: mesenchymal < proneural
208415_x_at,ING1,0.002398656,0.695969939,subtype: mesenchymal < proneural
202863_at,SP100,4.04E-07,-1.370146072,subtype: mesenchymal >= proneural
203085_s_at,TGFB1,4.05E-07,-1.288096305,subtype: mesenchymal >= proneural
203358_s_at,EZH2,0.005122555,0.909393804,subtype: mesenchymal < proneural
219815_at,GAL3ST4,4.05E-07,-0.998700713,subtype: mesenchymal >= proneural
203535_at,S100A9,4.27E-07,-2.587968058,subtype: mesenchymal >= proneural
205159_at,CSF2RB,4.60E-07,-1.392579782,subtype: mesenchymal >= proneural
201061_s_at,STOM,4.60E-07,-1.497689708,subtype: mesenchymal >= proneural
204304_s_at,PROM1,0.008010639,1.698632122,subtype: mesenchymal < proneural
213726_x_at,TUBB4B,0.000927968,0.607969823,subtype: mesenchymal < proneural
208713_at,HNRNPUL1,0.002225369,0.369612817,subtype: mesenchymal < proneural
200786_at,PSMB7,0.003452703,0.380446578,subtype: mesenchymal < proneural
205042_at,GNE,0.000348819,0.732568515,subtype: mesenchymal < proneural
215241_at,ANO3,2.85E-06,3.026981337,subtype: mesenchymal < proneural
218001_at,MRPS2,0.00141057,0.440254422,subtype: mesenchymal < proneural
219386_s_at,SLAMF8,4.71E-07,-2.090885582,subtype: mesenchymal >= proneural
220131_at,FXYD7,0.000405422,2.672350667,subtype: mesenchymal < proneural
213035_at,ANKRD28,0.001335285,0.688536955,subtype: mesenchymal < proneural
202983_at,HLTF,0.00036401,0.514555784,subtype: mesenchymal < proneural
218008_at,TMEM248,4.73E-07,-0.793795172,subtype: mesenchymal >= proneural
201438_at,COL6A3,4.74E-07,-3.721994195,subtype: mesenchymal >= proneural
201280_s_at,DAB2,4.76E-07,-1.438242931,subtype: mesenchymal >= proneural
205085_at,ORC1,0.008326618,0.761671321,subtype: mesenchymal < proneural
221898_at,PDPN,4.85E-07,-2.547768703,subtype: mesenchymal >= proneural
202614_at,SLC30A9,0.001842701,0.372504897,subtype: mesenchymal < proneural
201260_s_at,SYPL1,4.90E-07,-1.033376816,subtype: mesenchymal >= proneural
221047_s_at,MARK1,0.00050673,0.733308185,subtype: mesenchymal < proneural
200757_s_at,CALU,4.90E-07,-1.090279555,subtype: mesenchymal >= proneural
203591_s_at,CSF3R,4.91E-07,-1.900913551,subtype: mesenchymal >= proneural
203562_at,FEZ1,0.002532457,0.657165758,subtype: mesenchymal < proneural
205308_at,ZC2HC1A,0.001282444,0.557409414,subtype: mesenchymal < proneural
202531_at,IRF1,5.08E-07,-1.288309155,subtype: mesenchymal >= proneural
214871_x_at,LOC100287590,0.001552677,0.842990599,subtype: mesenchymal < proneural
211375_s_at,ILF3,0.000492165,0.580119394,subtype: mesenchymal < proneural
205839_s_at,BZRAP1,0.002241662,1.448680083,subtype: mesenchymal < proneural
220889_s_at,CA10,5.26E-08,4.420829148,subtype: mesenchymal < proneural
219894_at,MAGEL2,0.004400413,1.642529328,subtype: mesenchymal < proneural
219397_at,COQ10B,5.09E-07,-0.643354934,subtype: mesenchymal >= proneural
44563_at,WRAP53,7.90E-05,0.498177139,subtype: mesenchymal < proneural
213397_x_at,RNASE4,5.09E-07,-1.57795736,subtype: mesenchymal >= proneural
219036_at,CEP70,0.000601089,0.734452185,subtype: mesenchymal < proneural
211675_s_at,MDFIC,5.58E-07,-2.145942092,subtype: mesenchymal >= proneural
214951_at,SLC26A10,0.002484834,1.623695023,subtype: mesenchymal < proneural
212268_at,SERPINB1,5.81E-07,-1.717308667,subtype: mesenchymal >= proneural
221698_s_at,CLEC7A,5.90E-07,-1.562791456,subtype: mesenchymal >= proneural
206364_at,KIF14,0.000679719,1.243663097,subtype: mesenchymal < proneural
204949_at,ICAM3,6.07E-07,-1.577662178,subtype: mesenchymal >= proneural
213142_x_at,PION,6.12E-07,-1.423919903,subtype: mesenchymal >= proneural
221873_at,ZNF143,0.001962498,0.277331898,subtype: mesenchymal < proneural
219219_at,TMEM160,0.000153805,0.590860775,subtype: mesenchymal < proneural
203104_at,CSF1R,6.13E-07,-1.515394207,subtype: mesenchymal >= proneural
212817_at,DNAJB5,1.50E-06,1.014952255,subtype: mesenchymal < proneural
201487_at,CTSC,6.22E-07,-1.457145208,subtype: mesenchymal >= proneural
210592_s_at,SAT1,6.26E-07,-0.915789198,subtype: mesenchymal >= proneural
201963_at,ACSL1,6.36E-07,-1.161839873,subtype: mesenchymal >= proneural
204513_s_at,ELMO1,1.72E-05,1.260579262,subtype: mesenchymal < proneural
222127_s_at,EXOC1,0.004442732,0.464741044,subtype: mesenchymal < proneural
202900_s_at,NUP88,2.35E-05,0.621554272,subtype: mesenchymal < proneural
219434_at,TREM1,6.41E-07,-2.585681336,subtype: mesenchymal >= proneural
205051_s_at,KIT,0.002939065,1.208210988,subtype: mesenchymal < proneural
217478_s_at,HLA-DMA,6.43E-07,-1.359036644,subtype: mesenchymal >= proneural
219717_at,DCAF16,0.002263703,0.766861768,subtype: mesenchymal < proneural
201136_at,PLP2,6.45E-07,-2.104119874,subtype: mesenchymal >= proneural
206687_s_at,PTPN6,6.46E-07,-1.233458117,subtype: mesenchymal >= proneural
212239_at,PIK3R1,2.51E-05,0.886562174,subtype: mesenchymal < proneural
213398_s_at,SDR39U1,0.007952712,0.479359793,subtype: mesenchymal < proneural
201773_at,ADNP,0.001338018,0.447767644,subtype: mesenchymal < proneural
201384_s_at,NBR1,0.007904814,0.331042828,subtype: mesenchymal < proneural
201315_x_at,IFITM2,6.51E-07,-1.649299014,subtype: mesenchymal >= proneural
221561_at,SOAT1,6.52E-07,-1.021721358,subtype: mesenchymal >= proneural
210820_x_at,COQ7,2.22E-05,0.774164726,subtype: mesenchymal < proneural
214085_x_at,GLIPR1,6.89E-07,-1.711361612,subtype: mesenchymal >= proneural
203595_s_at,IFIT5,0.007914932,0.518149494,subtype: mesenchymal < proneural
204174_at,ALOX5AP,6.90E-07,-2.063744818,subtype: mesenchymal >= proneural
203593_at,CD2AP,6.91E-07,-0.91524714,subtype: mesenchymal >= proneural
33304_at,ISG20,6.92E-07,-1.306843697,subtype: mesenchymal >= proneural
202930_s_at,SUCLA2,0.00055681,0.462682739,subtype: mesenchymal < proneural
201390_s_at,CSNK2B,0.009434282,0.308831076,subtype: mesenchymal < proneural
203973_s_at,CEBPD,6.96E-07,-1.270351393,subtype: mesenchymal >= proneural
209354_at,TNFRSF14,7.16E-07,-0.898969561,subtype: mesenchymal >= proneural
206243_at,TIMP4,0.00358749,1.294374741,subtype: mesenchymal < proneural
202625_at,LYN,7.48E-07,-1.555311725,subtype: mesenchymal >= proneural
208130_s_at,TBXAS1,7.49E-07,-1.304087392,subtype: mesenchymal >= proneural
213924_at,GNAL,3.10E-05,2.352879181,subtype: mesenchymal < proneural
205579_at,HRH1,7.51E-07,-1.841977775,subtype: mesenchymal >= proneural
202888_s_at,ANPEP,7.52E-07,-3.071122046,subtype: mesenchymal >= proneural
206991_s_at,CCR5,7.63E-07,-1.788421453,subtype: mesenchymal >= proneural
218733_at,MSL2,0.001636442,0.61733693,subtype: mesenchymal < proneural
201842_s_at,EFEMP1,7.93E-07,-1.739141129,subtype: mesenchymal >= proneural
219506_at,C1ORF54,7.93E-07,-1.209373848,subtype: mesenchymal >= proneural
201785_at,RNASE1,8.26E-07,-1.850839813,subtype: mesenchymal >= proneural
200649_at,NUCB1,8.27E-07,-0.854873993,subtype: mesenchymal >= proneural
35201_at,HNRNPL,6.50E-05,0.636283232,subtype: mesenchymal < proneural
221817_at,DOLPP1,0.000136842,0.610631928,subtype: mesenchymal < proneural
204234_s_at,ZNF195,0.007853435,0.536012894,subtype: mesenchymal < proneural
200790_at,ODC1,9.40E-07,1.217390264,subtype: mesenchymal < proneural
203427_at,ASF1A,2.05E-06,0.866526978,subtype: mesenchymal < proneural
52837_at,KIAA1644,0.001249938,1.717447396,subtype: mesenchymal < proneural
204043_at,TCN2,8.37E-07,-1.221421454,subtype: mesenchymal >= proneural
214446_at,ELL2,8.48E-07,-1.227584856,subtype: mesenchymal >= proneural
203547_at,CD4,8.59E-07,-1.126282862,subtype: mesenchymal >= proneural
202953_at,C1QB,8.76E-07,-1.511667503,subtype: mesenchymal >= proneural
215239_x_at,ZNF273,0.000564417,0.584671042,subtype: mesenchymal < proneural
203303_at,DYNLT3,8.79E-07,-1.347088563,subtype: mesenchymal >= proneural
219005_at,TMEM59L,0.002421412,0.780703577,subtype: mesenchymal < proneural
204168_at,MGST2,8.85E-07,-1.073970958,subtype: mesenchymal >= proneural
206190_at,GPR17,3.90E-08,6.605411003,subtype: mesenchymal < proneural
213491_x_at,RPN2,8.85E-07,-0.425578629,subtype: mesenchymal >= proneural
212068_s_at,PRRC2B,1.34E-05,0.866725565,subtype: mesenchymal < proneural
220182_at,SLC25A23,0.000969292,1.029923447,subtype: mesenchymal < proneural
207112_s_at,GAB1,0.000153035,0.978514352,subtype: mesenchymal < proneural
221364_at,GRID2,4.80E-05,2.266884457,subtype: mesenchymal < proneural
210383_at,SCN1A,0.00059608,1.21057657,subtype: mesenchymal < proneural
209988_s_at,ASCL1,9.34E-06,3.970001432,subtype: mesenchymal < proneural
213960_at,NTRK3,0.000760475,1.548119259,subtype: mesenchymal < proneural
222195_s_at,C9ORF156,0.008954782,0.315660052,subtype: mesenchymal < proneural
211040_x_at,GTSE1,0.003668169,0.670393132,subtype: mesenchymal < proneural
217922_at,MAN1A2,0.001901707,0.483853454,subtype: mesenchymal < proneural
209906_at,C3AR1,8.86E-07,-1.266957403,subtype: mesenchymal >= proneural
202421_at,IGSF3,0.007714253,0.932703246,subtype: mesenchymal < proneural
212818_s_at,ASB1,0.001867835,0.424513388,subtype: mesenchymal < proneural
205568_at,AQP9,8.98E-07,-2.874117677,subtype: mesenchymal >= proneural
202252_at,RAB13,9.17E-07,-0.747174717,subtype: mesenchymal >= proneural
205878_at,POU6F1,0.005994821,0.485399943,subtype: mesenchymal < proneural
208616_s_at,PTP4A2,9.38E-07,-0.521061894,subtype: mesenchymal >= proneural
202381_at,ADAM9,9.41E-07,-1.085508519,subtype: mesenchymal >= proneural
219278_at,MAP3K6,9.42E-07,-1.549320132,subtype: mesenchymal >= proneural
201518_at,CBX1,1.15E-08,0.944141918,subtype: mesenchymal < proneural
209747_at,TGFB3,9.42E-07,-0.996080927,subtype: mesenchymal >= proneural
202954_at,UBE2C,0.004391843,1.032243966,subtype: mesenchymal < proneural
221097_s_at,KCNMB2,0.00910209,1.005655501,subtype: mesenchymal < proneural
209118_s_at,TUBA1A,0.006391163,0.387032517,subtype: mesenchymal < proneural
202902_s_at,CTSS,9.43E-07,-1.769249088,subtype: mesenchymal >= proneural
213422_s_at,MXRA8,9.44E-07,-1.644851262,subtype: mesenchymal >= proneural
217751_at,GSTK1,9.45E-07,-0.973607111,subtype: mesenchymal >= proneural
209306_s_at,SWAP70,9.48E-07,-1.292630105,subtype: mesenchymal >= proneural
213197_at,ASTN1,0.002179279,0.844085046,subtype: mesenchymal < proneural
203485_at,RTN1,5.16E-06,1.682238461,subtype: mesenchymal < proneural
203921_at,CHST2,9.48E-07,-1.423739237,subtype: mesenchymal >= proneural
202856_s_at,SLC16A3,9.49E-07,-1.630847307,subtype: mesenchymal >= proneural
218493_at,SNRNP25,0.006542217,0.417213816,subtype: mesenchymal < proneural
208885_at,LCP1,9.56E-07,-1.395788241,subtype: mesenchymal >= proneural
219243_at,GIMAP4,9.61E-07,-1.546330185,subtype: mesenchymal >= proneural
201412_at,LRP10,9.64E-07,-0.75638491,subtype: mesenchymal >= proneural
201941_at,CPD,9.93E-07,-1.14588977,subtype: mesenchymal >= proneural
221188_s_at,CIDEB,9.98E-07,-1.236329751,subtype: mesenchymal >= proneural
217874_at,SUCLG1,0.00030606,0.406483828,subtype: mesenchymal < proneural
205269_at,LCP2,1.02E-06,-1.265642755,subtype: mesenchymal >= proneural
204600_at,EPHB3,3.26E-06,1.482886214,subtype: mesenchymal < proneural
200662_s_at,TOMM20,0.000455539,0.44479301,subtype: mesenchymal < proneural
219641_at,DET1,9.72E-06,0.605211553,subtype: mesenchymal < proneural
220272_at,BNC2,1.04E-06,-1.606907523,subtype: mesenchymal >= proneural
219358_s_at,ADAP2,1.06E-06,-1.240376579,subtype: mesenchymal >= proneural
211069_s_at,SUMO1,0.009234534,0.282558161,subtype: mesenchymal < proneural
212348_s_at,KDM1A,7.85E-07,1.141999265,subtype: mesenchymal < proneural
203052_at,C2,1.08E-06,-1.826689566,subtype: mesenchymal >= proneural
201956_s_at,GNPAT,1.57E-05,0.47899047,subtype: mesenchymal < proneural
208795_s_at,MCM7,0.000125402,0.885938553,subtype: mesenchymal < proneural
218401_s_at,ZNF281,0.00105263,0.457525049,subtype: mesenchymal < proneural
202465_at,PCOLCE,1.10E-06,-2.676173945,subtype: mesenchymal >= proneural
208979_at,NCOA6,0.007020546,0.391264091,subtype: mesenchymal < proneural
200884_at,CKB,2.64E-05,1.560515789,subtype: mesenchymal < proneural
201502_s_at,NFKBIA,1.11E-06,-0.973110579,subtype: mesenchymal >= proneural
206082_at,HCP5,1.12E-06,-2.195894277,subtype: mesenchymal >= proneural
202529_at,PRPSAP1,0.001293047,0.436856205,subtype: mesenchymal < proneural
202998_s_at,LOXL2,1.16E-06,-1.98814768,subtype: mesenchymal >= proneural
221664_s_at,F11R,1.18E-06,-1.16134366,subtype: mesenchymal >= proneural
212738_at,ARHGAP19,0.000527644,0.683718679,subtype: mesenchymal < proneural
202436_s_at,CYP1B1,1.19E-06,-2.741351659,subtype: mesenchymal >= proneural
212887_at,SEC23A,1.19E-06,-0.636508354,subtype: mesenchymal >= proneural
211006_s_at,KCNB1,0.000165618,1.66307748,subtype: mesenchymal < proneural
218969_at,PAM16,0.000217354,0.688722774,subtype: mesenchymal < proneural
213486_at,COPG2IT1,0.001880397,1.660339609,subtype: mesenchymal < proneural
219956_at,GALNT6,1.19E-06,-2.198568027,subtype: mesenchymal >= proneural
209234_at,KIF1B,0.000304897,0.887767592,subtype: mesenchymal < proneural
212928_at,TSPYL4,3.01E-05,0.702876234,subtype: mesenchymal < proneural
205496_at,KIAA0408,0.008604625,1.413972504,subtype: mesenchymal < proneural
